id,path,target
SOI (328),./data/SOI/SOI (328).png,3
CI (954),./data/CI/CI (954).png,0
CWI (370),./data/CWI/CWI (370).png,1
MCWI (800),./data/MCWI/MCWI (800).png,2
MCWI (66),./data/MCWI/MCWI (66).png,2
SOI (99),./data/SOI/SOI (99).png,3
CI (958),./data/CI/CI (958).png,0
MCWI (867),./data/MCWI/MCWI (867).png,2
CI (1124),./data/CI/CI (1124).png,0
MCWI (22),./data/MCWI/MCWI (22).png,2
CI (79),./data/CI/CI (79).png,0
SOI (203),./data/SOI/SOI (203).png,3
CI (837),./data/CI/CI (837).png,0
CI (74),./data/CI/CI (74).png,0
CWI (760),./data/CWI/CWI (760).png,1
CWI (79),./data/CWI/CWI (79).png,1
CI (672),./data/CI/CI (672).png,0
SOI (177),./data/SOI/SOI (177).png,3
CWI (973),./data/CWI/CWI (973).png,1
MCWI (931),./data/MCWI/MCWI (931).png,2
CWI (928),./data/CWI/CWI (928).png,1
CI (137),./data/CI/CI (137).png,0
MCWI (1050),./data/MCWI/MCWI (1050).png,2
CI (61),./data/CI/CI (61).png,0
MCWI (137),./data/MCWI/MCWI (137).png,2
MCWI (449),./data/MCWI/MCWI (449).png,2
CWI (328),./data/CWI/CWI (328).png,1
MCWI (133),./data/MCWI/MCWI (133).png,2
CI (220),./data/CI/CI (220).png,0
CI (386),./data/CI/CI (386).png,0
MCWI (695),./data/MCWI/MCWI (695).png,2
CI (810),./data/CI/CI (810).png,0
CI (534),./data/CI/CI (534).png,0
CI (313),./data/CI/CI (313).png,0
CI (905),./data/CI/CI (905).png,0
CWI (915),./data/CWI/CWI (915).png,1
CWI (197),./data/CWI/CWI (197).png,1
MCWI (853),./data/MCWI/MCWI (853).png,2
CI (980),./data/CI/CI (980).png,0
SOI (1094),./data/SOI/SOI (1094).png,3
CWI (983),./data/CWI/CWI (983).png,1
CI (263),./data/CI/CI (263).png,0
CI (880),./data/CI/CI (880).png,0
CWI (394),./data/CWI/CWI (394).png,1
MCWI (959),./data/MCWI/MCWI (959).png,2
MCWI (600),./data/MCWI/MCWI (600).png,2
CWI (772),./data/CWI/CWI (772).png,1
SOI (571),./data/SOI/SOI (571).png,3
CI (271),./data/CI/CI (271).png,0
SOI (943),./data/SOI/SOI (943).png,3
CWI (609),./data/CWI/CWI (609).png,1
MCWI (320),./data/MCWI/MCWI (320).png,2
CWI (1012),./data/CWI/CWI (1012).png,1
CWI (633),./data/CWI/CWI (633).png,1
CI (194),./data/CI/CI (194).png,0
SOI (556),./data/SOI/SOI (556).png,3
SOI (168),./data/SOI/SOI (168).png,3
MCWI (1025),./data/MCWI/MCWI (1025).png,2
SOI (418),./data/SOI/SOI (418).png,3
SOI (923),./data/SOI/SOI (923).png,3
CI (898),./data/CI/CI (898).png,0
CWI (6),./data/CWI/CWI (6).png,1
CI (902),./data/CI/CI (902).png,0
CI (933),./data/CI/CI (933).png,0
CI (942),./data/CI/CI (942).png,0
MCWI (82),./data/MCWI/MCWI (82).png,2
CI (206),./data/CI/CI (206).png,0
MCWI (446),./data/MCWI/MCWI (446).png,2
SOI (1057),./data/SOI/SOI (1057).png,3
SOI (854),./data/SOI/SOI (854).png,3
SOI (1102),./data/SOI/SOI (1102).png,3
CI (1102),./data/CI/CI (1102).png,0
CWI (1192),./data/CWI/CWI (1192).png,1
SOI (161),./data/SOI/SOI (161).png,3
SOI (374),./data/SOI/SOI (374).png,3
SOI (262),./data/SOI/SOI (262).png,3
CWI (754),./data/CWI/CWI (754).png,1
CWI (356),./data/CWI/CWI (356).png,1
CWI (326),./data/CWI/CWI (326).png,1
CI (8),./data/CI/CI (8).png,0
MCWI (630),./data/MCWI/MCWI (630).png,2
SOI (227),./data/SOI/SOI (227).png,3
MCWI (745),./data/MCWI/MCWI (745).png,2
MCWI (1013),./data/MCWI/MCWI (1013).png,2
SOI (535),./data/SOI/SOI (535).png,3
CWI (213),./data/CWI/CWI (213).png,1
CWI (1063),./data/CWI/CWI (1063).png,1
CWI (77),./data/CWI/CWI (77).png,1
CI (1143),./data/CI/CI (1143).png,0
CI (27),./data/CI/CI (27).png,0
CI (403),./data/CI/CI (403).png,0
CWI (1134),./data/CWI/CWI (1134).png,1
CI (384),./data/CI/CI (384).png,0
CWI (135),./data/CWI/CWI (135).png,1
SOI (496),./data/SOI/SOI (496).png,3
CWI (431),./data/CWI/CWI (431).png,1
CWI (1040),./data/CWI/CWI (1040).png,1
SOI (1078),./data/SOI/SOI (1078).png,3
MCWI (564),./data/MCWI/MCWI (564).png,2
SOI (970),./data/SOI/SOI (970).png,3
SOI (603),./data/SOI/SOI (603).png,3
MCWI (948),./data/MCWI/MCWI (948).png,2
SOI (1084),./data/SOI/SOI (1084).png,3
MCWI (721),./data/MCWI/MCWI (721).png,2
CI (1199),./data/CI/CI (1199).png,0
SOI (596),./data/SOI/SOI (596).png,3
SOI (597),./data/SOI/SOI (597).png,3
SOI (211),./data/SOI/SOI (211).png,3
MCWI (508),./data/MCWI/MCWI (508).png,2
SOI (49),./data/SOI/SOI (49).png,3
SOI (367),./data/SOI/SOI (367).png,3
MCWI (57),./data/MCWI/MCWI (57).png,2
SOI (230),./data/SOI/SOI (230).png,3
SOI (882),./data/SOI/SOI (882).png,3
CI (452),./data/CI/CI (452).png,0
CWI (1086),./data/CWI/CWI (1086).png,1
CWI (881),./data/CWI/CWI (881).png,1
CWI (43),./data/CWI/CWI (43).png,1
CI (634),./data/CI/CI (634).png,0
CI (856),./data/CI/CI (856).png,0
MCWI (1136),./data/MCWI/MCWI (1136).png,2
CWI (668),./data/CWI/CWI (668).png,1
CWI (221),./data/CWI/CWI (221).png,1
CI (785),./data/CI/CI (785).png,0
SOI (229),./data/SOI/SOI (229).png,3
CI (229),./data/CI/CI (229).png,0
SOI (834),./data/SOI/SOI (834).png,3
SOI (304),./data/SOI/SOI (304).png,3
MCWI (1055),./data/MCWI/MCWI (1055).png,2
MCWI (717),./data/MCWI/MCWI (717).png,2
CI (447),./data/CI/CI (447).png,0
MCWI (434),./data/MCWI/MCWI (434).png,2
CWI (12),./data/CWI/CWI (12).png,1
MCWI (709),./data/MCWI/MCWI (709).png,2
CI (728),./data/CI/CI (728).png,0
CI (1027),./data/CI/CI (1027).png,0
SOI (415),./data/SOI/SOI (415).png,3
CWI (86),./data/CWI/CWI (86).png,1
CWI (347),./data/CWI/CWI (347).png,1
CWI (92),./data/CWI/CWI (92).png,1
MCWI (441),./data/MCWI/MCWI (441).png,2
MCWI (770),./data/MCWI/MCWI (770).png,2
CI (34),./data/CI/CI (34).png,0
CWI (687),./data/CWI/CWI (687).png,1
SOI (848),./data/SOI/SOI (848).png,3
SOI (1055),./data/SOI/SOI (1055).png,3
SOI (974),./data/SOI/SOI (974).png,3
CI (309),./data/CI/CI (309).png,0
CI (1034),./data/CI/CI (1034).png,0
CWI (414),./data/CWI/CWI (414).png,1
CI (129),./data/CI/CI (129).png,0
SOI (786),./data/SOI/SOI (786).png,3
MCWI (1122),./data/MCWI/MCWI (1122).png,2
CWI (382),./data/CWI/CWI (382).png,1
SOI (675),./data/SOI/SOI (675).png,3
SOI (1034),./data/SOI/SOI (1034).png,3
CI (581),./data/CI/CI (581).png,0
CWI (338),./data/CWI/CWI (338).png,1
CI (1135),./data/CI/CI (1135).png,0
SOI (1191),./data/SOI/SOI (1191).png,3
CI (644),./data/CI/CI (644).png,0
SOI (185),./data/SOI/SOI (185).png,3
CI (532),./data/CI/CI (532).png,0
CI (216),./data/CI/CI (216).png,0
MCWI (839),./data/MCWI/MCWI (839).png,2
CWI (878),./data/CWI/CWI (878).png,1
CWI (607),./data/CWI/CWI (607).png,1
CWI (1137),./data/CWI/CWI (1137).png,1
SOI (306),./data/SOI/SOI (306).png,3
MCWI (9),./data/MCWI/MCWI (9).png,2
MCWI (645),./data/MCWI/MCWI (645).png,2
CI (356),./data/CI/CI (356).png,0
MCWI (424),./data/MCWI/MCWI (424).png,2
MCWI (1190),./data/MCWI/MCWI (1190).png,2
MCWI (49),./data/MCWI/MCWI (49).png,2
SOI (461),./data/SOI/SOI (461).png,3
CI (71),./data/CI/CI (71).png,0
MCWI (482),./data/MCWI/MCWI (482).png,2
CWI (68),./data/CWI/CWI (68).png,1
CWI (1132),./data/CWI/CWI (1132).png,1
MCWI (477),./data/MCWI/MCWI (477).png,2
CI (777),./data/CI/CI (777).png,0
CI (646),./data/CI/CI (646).png,0
SOI (305),./data/SOI/SOI (305).png,3
CI (1032),./data/CI/CI (1032).png,0
CI (212),./data/CI/CI (212).png,0
MCWI (702),./data/MCWI/MCWI (702).png,2
CWI (432),./data/CWI/CWI (432).png,1
MCWI (1125),./data/MCWI/MCWI (1125).png,2
CWI (527),./data/CWI/CWI (527).png,1
CI (136),./data/CI/CI (136).png,0
CWI (387),./data/CWI/CWI (387).png,1
CWI (1191),./data/CWI/CWI (1191).png,1
SOI (928),./data/SOI/SOI (928).png,3
CI (559),./data/CI/CI (559).png,0
CWI (663),./data/CWI/CWI (663).png,1
SOI (162),./data/SOI/SOI (162).png,3
CWI (528),./data/CWI/CWI (528).png,1
SOI (409),./data/SOI/SOI (409).png,3
CWI (17),./data/CWI/CWI (17).png,1
SOI (386),./data/SOI/SOI (386).png,3
SOI (31),./data/SOI/SOI (31).png,3
SOI (332),./data/SOI/SOI (332).png,3
SOI (267),./data/SOI/SOI (267).png,3
CWI (366),./data/CWI/CWI (366).png,1
CI (995),./data/CI/CI (995).png,0
MCWI (865),./data/MCWI/MCWI (865).png,2
CI (626),./data/CI/CI (626).png,0
MCWI (217),./data/MCWI/MCWI (217).png,2
MCWI (716),./data/MCWI/MCWI (716).png,2
SOI (519),./data/SOI/SOI (519).png,3
CWI (435),./data/CWI/CWI (435).png,1
CWI (987),./data/CWI/CWI (987).png,1
CWI (839),./data/CWI/CWI (839).png,1
MCWI (628),./data/MCWI/MCWI (628).png,2
CWI (1107),./data/CWI/CWI (1107).png,1
SOI (66),./data/SOI/SOI (66).png,3
CWI (849),./data/CWI/CWI (849).png,1
SOI (376),./data/SOI/SOI (376).png,3
MCWI (297),./data/MCWI/MCWI (297).png,2
MCWI (1003),./data/MCWI/MCWI (1003).png,2
MCWI (525),./data/MCWI/MCWI (525).png,2
CWI (354),./data/CWI/CWI (354).png,1
SOI (1024),./data/SOI/SOI (1024).png,3
SOI (934),./data/SOI/SOI (934).png,3
CWI (1058),./data/CWI/CWI (1058).png,1
CI (181),./data/CI/CI (181).png,0
SOI (148),./data/SOI/SOI (148).png,3
SOI (64),./data/SOI/SOI (64).png,3
CI (1167),./data/CI/CI (1167).png,0
SOI (521),./data/SOI/SOI (521).png,3
MCWI (307),./data/MCWI/MCWI (307).png,2
CWI (316),./data/CWI/CWI (316).png,1
CWI (349),./data/CWI/CWI (349).png,1
SOI (319),./data/SOI/SOI (319).png,3
SOI (808),./data/SOI/SOI (808).png,3
CWI (310),./data/CWI/CWI (310).png,1
MCWI (956),./data/MCWI/MCWI (956).png,2
CI (1013),./data/CI/CI (1013).png,0
MCWI (313),./data/MCWI/MCWI (313).png,2
MCWI (755),./data/MCWI/MCWI (755).png,2
MCWI (224),./data/MCWI/MCWI (224).png,2
SOI (799),./data/SOI/SOI (799).png,3
SOI (1132),./data/SOI/SOI (1132).png,3
SOI (835),./data/SOI/SOI (835).png,3
CI (1179),./data/CI/CI (1179).png,0
MCWI (17),./data/MCWI/MCWI (17).png,2
CWI (1174),./data/CWI/CWI (1174).png,1
MCWI (423),./data/MCWI/MCWI (423).png,2
SOI (863),./data/SOI/SOI (863).png,3
CWI (237),./data/CWI/CWI (237).png,1
MCWI (1),./data/MCWI/MCWI (1).png,2
CI (1118),./data/CI/CI (1118).png,0
SOI (637),./data/SOI/SOI (637).png,3
CI (979),./data/CI/CI (979).png,0
SOI (955),./data/SOI/SOI (955).png,3
SOI (763),./data/SOI/SOI (763).png,3
CI (565),./data/CI/CI (565).png,0
CWI (363),./data/CWI/CWI (363).png,1
MCWI (647),./data/MCWI/MCWI (647).png,2
CWI (866),./data/CWI/CWI (866).png,1
MCWI (435),./data/MCWI/MCWI (435).png,2
CI (176),./data/CI/CI (176).png,0
SOI (41),./data/SOI/SOI (41).png,3
CWI (803),./data/CWI/CWI (803).png,1
CI (231),./data/CI/CI (231).png,0
MCWI (892),./data/MCWI/MCWI (892).png,2
SOI (624),./data/SOI/SOI (624).png,3
CI (15),./data/CI/CI (15).png,0
SOI (1140),./data/SOI/SOI (1140).png,3
CI (59),./data/CI/CI (59).png,0
MCWI (863),./data/MCWI/MCWI (863).png,2
MCWI (580),./data/MCWI/MCWI (580).png,2
CWI (403),./data/CWI/CWI (403).png,1
CI (689),./data/CI/CI (689).png,0
MCWI (646),./data/MCWI/MCWI (646).png,2
CWI (586),./data/CWI/CWI (586).png,1
CWI (61),./data/CWI/CWI (61).png,1
CWI (277),./data/CWI/CWI (277).png,1
CI (1144),./data/CI/CI (1144).png,0
CI (196),./data/CI/CI (196).png,0
SOI (414),./data/SOI/SOI (414).png,3
CI (1080),./data/CI/CI (1080).png,0
CWI (949),./data/CWI/CWI (949).png,1
CI (1082),./data/CI/CI (1082).png,0
MCWI (670),./data/MCWI/MCWI (670).png,2
CI (1159),./data/CI/CI (1159).png,0
CI (260),./data/CI/CI (260).png,0
MCWI (813),./data/MCWI/MCWI (813).png,2
CI (910),./data/CI/CI (910).png,0
MCWI (31),./data/MCWI/MCWI (31).png,2
SOI (950),./data/SOI/SOI (950).png,3
SOI (870),./data/SOI/SOI (870).png,3
CI (289),./data/CI/CI (289).png,0
CWI (176),./data/CWI/CWI (176).png,1
MCWI (835),./data/MCWI/MCWI (835).png,2
CI (562),./data/CI/CI (562).png,0
CI (812),./data/CI/CI (812).png,0
MCWI (101),./data/MCWI/MCWI (101).png,2
MCWI (329),./data/MCWI/MCWI (329).png,2
SOI (768),./data/SOI/SOI (768).png,3
CI (893),./data/CI/CI (893).png,0
MCWI (69),./data/MCWI/MCWI (69).png,2
MCWI (142),./data/MCWI/MCWI (142).png,2
MCWI (384),./data/MCWI/MCWI (384).png,2
CWI (49),./data/CWI/CWI (49).png,1
MCWI (547),./data/MCWI/MCWI (547).png,2
MCWI (593),./data/MCWI/MCWI (593).png,2
MCWI (758),./data/MCWI/MCWI (758).png,2
CI (563),./data/CI/CI (563).png,0
SOI (845),./data/SOI/SOI (845).png,3
CWI (1108),./data/CWI/CWI (1108).png,1
CI (366),./data/CI/CI (366).png,0
CI (1043),./data/CI/CI (1043).png,0
CWI (575),./data/CWI/CWI (575).png,1
CI (924),./data/CI/CI (924).png,0
MCWI (492),./data/MCWI/MCWI (492).png,2
CI (711),./data/CI/CI (711).png,0
MCWI (232),./data/MCWI/MCWI (232).png,2
CWI (784),./data/CWI/CWI (784).png,1
CI (753),./data/CI/CI (753).png,0
CWI (568),./data/CWI/CWI (568).png,1
SOI (797),./data/SOI/SOI (797).png,3
CWI (193),./data/CWI/CWI (193).png,1
SOI (761),./data/SOI/SOI (761).png,3
SOI (384),./data/SOI/SOI (384).png,3
CWI (407),./data/CWI/CWI (407).png,1
CI (1031),./data/CI/CI (1031).png,0
MCWI (987),./data/MCWI/MCWI (987).png,2
MCWI (40),./data/MCWI/MCWI (40).png,2
MCWI (369),./data/MCWI/MCWI (369).png,2
CI (376),./data/CI/CI (376).png,0
MCWI (554),./data/MCWI/MCWI (554).png,2
MCWI (785),./data/MCWI/MCWI (785).png,2
CI (872),./data/CI/CI (872).png,0
CI (707),./data/CI/CI (707).png,0
MCWI (288),./data/MCWI/MCWI (288).png,2
MCWI (619),./data/MCWI/MCWI (619).png,2
SOI (429),./data/SOI/SOI (429).png,3
CI (935),./data/CI/CI (935).png,0
CWI (504),./data/CWI/CWI (504).png,1
SOI (873),./data/SOI/SOI (873).png,3
CI (977),./data/CI/CI (977).png,0
CWI (733),./data/CWI/CWI (733).png,1
MCWI (1135),./data/MCWI/MCWI (1135).png,2
CI (106),./data/CI/CI (106).png,0
SOI (586),./data/SOI/SOI (586).png,3
SOI (1131),./data/SOI/SOI (1131).png,3
CI (390),./data/CI/CI (390).png,0
CI (780),./data/CI/CI (780).png,0
CI (272),./data/CI/CI (272).png,0
SOI (1141),./data/SOI/SOI (1141).png,3
SOI (868),./data/SOI/SOI (868).png,3
CI (496),./data/CI/CI (496).png,0
CI (449),./data/CI/CI (449).png,0
CWI (464),./data/CWI/CWI (464).png,1
CI (721),./data/CI/CI (721).png,0
MCWI (784),./data/MCWI/MCWI (784).png,2
CI (393),./data/CI/CI (393).png,0
SOI (1183),./data/SOI/SOI (1183).png,3
CWI (199),./data/CWI/CWI (199).png,1
SOI (145),./data/SOI/SOI (145).png,3
MCWI (558),./data/MCWI/MCWI (558).png,2
MCWI (51),./data/MCWI/MCWI (51).png,2
MCWI (1073),./data/MCWI/MCWI (1073).png,2
CWI (70),./data/CWI/CWI (70).png,1
CWI (25),./data/CWI/CWI (25).png,1
CI (917),./data/CI/CI (917).png,0
SOI (712),./data/SOI/SOI (712).png,3
MCWI (380),./data/MCWI/MCWI (380).png,2
CI (82),./data/CI/CI (82).png,0
MCWI (893),./data/MCWI/MCWI (893).png,2
MCWI (42),./data/MCWI/MCWI (42).png,2
SOI (1068),./data/SOI/SOI (1068).png,3
CWI (23),./data/CWI/CWI (23).png,1
CI (1060),./data/CI/CI (1060).png,0
MCWI (1031),./data/MCWI/MCWI (1031).png,2
CI (1156),./data/CI/CI (1156).png,0
MCWI (1001),./data/MCWI/MCWI (1001).png,2
CWI (479),./data/CWI/CWI (479).png,1
MCWI (249),./data/MCWI/MCWI (249).png,2
CI (859),./data/CI/CI (859).png,0
CWI (42),./data/CWI/CWI (42).png,1
CI (655),./data/CI/CI (655).png,0
MCWI (483),./data/MCWI/MCWI (483).png,2
CWI (693),./data/CWI/CWI (693).png,1
SOI (486),./data/SOI/SOI (486).png,3
SOI (288),./data/SOI/SOI (288).png,3
SOI (310),./data/SOI/SOI (310).png,3
MCWI (28),./data/MCWI/MCWI (28).png,2
SOI (51),./data/SOI/SOI (51).png,3
CI (882),./data/CI/CI (882).png,0
MCWI (160),./data/MCWI/MCWI (160).png,2
CI (756),./data/CI/CI (756).png,0
MCWI (589),./data/MCWI/MCWI (589).png,2
SOI (985),./data/SOI/SOI (985).png,3
CWI (581),./data/CWI/CWI (581).png,1
CWI (890),./data/CWI/CWI (890).png,1
CI (85),./data/CI/CI (85).png,0
CI (782),./data/CI/CI (782).png,0
SOI (806),./data/SOI/SOI (806).png,3
CWI (324),./data/CWI/CWI (324).png,1
MCWI (136),./data/MCWI/MCWI (136).png,2
CWI (250),./data/CWI/CWI (250).png,1
CI (172),./data/CI/CI (172).png,0
CI (412),./data/CI/CI (412).png,0
CI (154),./data/CI/CI (154).png,0
MCWI (1172),./data/MCWI/MCWI (1172).png,2
SOI (599),./data/SOI/SOI (599).png,3
CWI (1047),./data/CWI/CWI (1047).png,1
CWI (1070),./data/CWI/CWI (1070).png,1
CWI (381),./data/CWI/CWI (381).png,1
SOI (702),./data/SOI/SOI (702).png,3
MCWI (787),./data/MCWI/MCWI (787).png,2
SOI (770),./data/SOI/SOI (770).png,3
SOI (994),./data/SOI/SOI (994).png,3
CI (715),./data/CI/CI (715).png,0
MCWI (281),./data/MCWI/MCWI (281).png,2
CWI (719),./data/CWI/CWI (719).png,1
SOI (485),./data/SOI/SOI (485).png,3
CWI (87),./data/CWI/CWI (87).png,1
MCWI (258),./data/MCWI/MCWI (258).png,2
CI (160),./data/CI/CI (160).png,0
CI (964),./data/CI/CI (964).png,0
MCWI (331),./data/MCWI/MCWI (331).png,2
SOI (1042),./data/SOI/SOI (1042).png,3
MCWI (254),./data/MCWI/MCWI (254).png,2
CI (851),./data/CI/CI (851).png,0
CWI (678),./data/CWI/CWI (678).png,1
SOI (646),./data/SOI/SOI (646).png,3
CI (97),./data/CI/CI (97).png,0
CI (834),./data/CI/CI (834).png,0
CI (1131),./data/CI/CI (1131).png,0
CI (799),./data/CI/CI (799).png,0
SOI (183),./data/SOI/SOI (183).png,3
MCWI (1154),./data/MCWI/MCWI (1154).png,2
CI (1176),./data/CI/CI (1176).png,0
CWI (686),./data/CWI/CWI (686).png,1
SOI (1192),./data/SOI/SOI (1192).png,3
MCWI (67),./data/MCWI/MCWI (67).png,2
CWI (1140),./data/CWI/CWI (1140).png,1
CWI (979),./data/CWI/CWI (979).png,1
CWI (1066),./data/CWI/CWI (1066).png,1
MCWI (601),./data/MCWI/MCWI (601).png,2
MCWI (330),./data/MCWI/MCWI (330).png,2
CI (183),./data/CI/CI (183).png,0
CI (739),./data/CI/CI (739).png,0
MCWI (1185),./data/MCWI/MCWI (1185).png,2
SOI (437),./data/SOI/SOI (437).png,3
SOI (184),./data/SOI/SOI (184).png,3
MCWI (933),./data/MCWI/MCWI (933).png,2
MCWI (725),./data/MCWI/MCWI (725).png,2
CI (894),./data/CI/CI (894).png,0
CWI (1142),./data/CWI/CWI (1142).png,1
MCWI (1035),./data/MCWI/MCWI (1035).png,2
MCWI (333),./data/MCWI/MCWI (333).png,2
SOI (866),./data/SOI/SOI (866).png,3
SOI (543),./data/SOI/SOI (543).png,3
CI (846),./data/CI/CI (846).png,0
MCWI (304),./data/MCWI/MCWI (304).png,2
CWI (428),./data/CWI/CWI (428).png,1
CWI (355),./data/CWI/CWI (355).png,1
SOI (695),./data/SOI/SOI (695).png,3
CWI (493),./data/CWI/CWI (493).png,1
MCWI (576),./data/MCWI/MCWI (576).png,2
CI (783),./data/CI/CI (783).png,0
CWI (664),./data/CWI/CWI (664).png,1
CI (86),./data/CI/CI (86).png,0
CWI (232),./data/CWI/CWI (232).png,1
CWI (745),./data/CWI/CWI (745).png,1
MCWI (926),./data/MCWI/MCWI (926).png,2
CWI (136),./data/CWI/CWI (136).png,1
MCWI (880),./data/MCWI/MCWI (880).png,2
MCWI (1052),./data/MCWI/MCWI (1052).png,2
CWI (818),./data/CWI/CWI (818).png,1
CWI (85),./data/CWI/CWI (85).png,1
SOI (598),./data/SOI/SOI (598).png,3
CWI (610),./data/CWI/CWI (610).png,1
CI (350),./data/CI/CI (350).png,0
SOI (936),./data/SOI/SOI (936).png,3
CWI (351),./data/CWI/CWI (351).png,1
MCWI (743),./data/MCWI/MCWI (743).png,2
CWI (392),./data/CWI/CWI (392).png,1
CI (588),./data/CI/CI (588).png,0
CI (826),./data/CI/CI (826).png,0
MCWI (999),./data/MCWI/MCWI (999).png,2
MCWI (950),./data/MCWI/MCWI (950).png,2
CWI (638),./data/CWI/CWI (638).png,1
SOI (1039),./data/SOI/SOI (1039).png,3
SOI (832),./data/SOI/SOI (832).png,3
MCWI (973),./data/MCWI/MCWI (973).png,2
CWI (81),./data/CWI/CWI (81).png,1
CWI (635),./data/CWI/CWI (635).png,1
CWI (741),./data/CWI/CWI (741).png,1
CI (261),./data/CI/CI (261).png,0
MCWI (686),./data/MCWI/MCWI (686).png,2
SOI (518),./data/SOI/SOI (518).png,3
MCWI (814),./data/MCWI/MCWI (814).png,2
CI (155),./data/CI/CI (155).png,0
SOI (1175),./data/SOI/SOI (1175).png,3
CWI (828),./data/CWI/CWI (828).png,1
CWI (202),./data/CWI/CWI (202).png,1
CI (433),./data/CI/CI (433).png,0
CI (875),./data/CI/CI (875).png,0
CWI (650),./data/CWI/CWI (650).png,1
CWI (854),./data/CWI/CWI (854).png,1
MCWI (1195),./data/MCWI/MCWI (1195).png,2
MCWI (713),./data/MCWI/MCWI (713).png,2
MCWI (848),./data/MCWI/MCWI (848).png,2
SOI (776),./data/SOI/SOI (776).png,3
CWI (910),./data/CWI/CWI (910).png,1
SOI (1122),./data/SOI/SOI (1122).png,3
CWI (578),./data/CWI/CWI (578).png,1
SOI (925),./data/SOI/SOI (925).png,3
SOI (1126),./data/SOI/SOI (1126).png,3
CWI (737),./data/CWI/CWI (737).png,1
SOI (1090),./data/SOI/SOI (1090).png,3
CWI (118),./data/CWI/CWI (118).png,1
CI (1076),./data/CI/CI (1076).png,0
CI (162),./data/CI/CI (162).png,0
CWI (189),./data/CWI/CWI (189).png,1
SOI (1019),./data/SOI/SOI (1019).png,3
MCWI (367),./data/MCWI/MCWI (367).png,2
MCWI (733),./data/MCWI/MCWI (733).png,2
SOI (1),./data/SOI/SOI (1).png,3
MCWI (861),./data/MCWI/MCWI (861).png,2
SOI (833),./data/SOI/SOI (833).png,3
MCWI (941),./data/MCWI/MCWI (941).png,2
CI (639),./data/CI/CI (639).png,0
CWI (837),./data/CWI/CWI (837).png,1
SOI (35),./data/SOI/SOI (35).png,3
MCWI (886),./data/MCWI/MCWI (886).png,2
CI (14),./data/CI/CI (14).png,0
SOI (887),./data/SOI/SOI (887).png,3
MCWI (692),./data/MCWI/MCWI (692).png,2
CI (809),./data/CI/CI (809).png,0
CWI (1021),./data/CWI/CWI (1021).png,1
CWI (995),./data/CWI/CWI (995).png,1
CI (701),./data/CI/CI (701).png,0
CWI (841),./data/CWI/CWI (841).png,1
SOI (16),./data/SOI/SOI (16).png,3
SOI (233),./data/SOI/SOI (233).png,3
CI (269),./data/CI/CI (269).png,0
SOI (1119),./data/SOI/SOI (1119).png,3
CWI (305),./data/CWI/CWI (305).png,1
CI (327),./data/CI/CI (327).png,0
SOI (607),./data/SOI/SOI (607).png,3
SOI (940),./data/SOI/SOI (940).png,3
CI (723),./data/CI/CI (723).png,0
SOI (539),./data/SOI/SOI (539).png,3
MCWI (751),./data/MCWI/MCWI (751).png,2
CI (461),./data/CI/CI (461).png,0
SOI (379),./data/SOI/SOI (379).png,3
CI (915),./data/CI/CI (915).png,0
CWI (251),./data/CWI/CWI (251).png,1
SOI (560),./data/SOI/SOI (560).png,3
MCWI (50),./data/MCWI/MCWI (50).png,2
CI (488),./data/CI/CI (488).png,0
SOI (223),./data/SOI/SOI (223).png,3
CI (416),./data/CI/CI (416).png,0
CWI (285),./data/CWI/CWI (285).png,1
CI (349),./data/CI/CI (349).png,0
MCWI (519),./data/MCWI/MCWI (519).png,2
CI (437),./data/CI/CI (437).png,0
MCWI (817),./data/MCWI/MCWI (817).png,2
MCWI (851),./data/MCWI/MCWI (851).png,2
CI (541),./data/CI/CI (541).png,0
CI (1164),./data/CI/CI (1164).png,0
CWI (380),./data/CWI/CWI (380).png,1
MCWI (781),./data/MCWI/MCWI (781).png,2
MCWI (239),./data/MCWI/MCWI (239).png,2
SOI (171),./data/SOI/SOI (171).png,3
CWI (645),./data/CWI/CWI (645).png,1
SOI (1029),./data/SOI/SOI (1029).png,3
CWI (1065),./data/CWI/CWI (1065).png,1
CI (776),./data/CI/CI (776).png,0
MCWI (638),./data/MCWI/MCWI (638).png,2
CWI (268),./data/CWI/CWI (268).png,1
CWI (393),./data/CWI/CWI (393).png,1
CWI (518),./data/CWI/CWI (518).png,1
SOI (361),./data/SOI/SOI (361).png,3
CI (185),./data/CI/CI (185).png,0
MCWI (406),./data/MCWI/MCWI (406).png,2
MCWI (245),./data/MCWI/MCWI (245).png,2
SOI (1145),./data/SOI/SOI (1145).png,3
SOI (804),./data/SOI/SOI (804).png,3
MCWI (58),./data/MCWI/MCWI (58).png,2
MCWI (337),./data/MCWI/MCWI (337).png,2
MCWI (1048),./data/MCWI/MCWI (1048).png,2
MCWI (287),./data/MCWI/MCWI (287).png,2
MCWI (1091),./data/MCWI/MCWI (1091).png,2
CWI (991),./data/CWI/CWI (991).png,1
SOI (375),./data/SOI/SOI (375).png,3
MCWI (968),./data/MCWI/MCWI (968).png,2
MCWI (19),./data/MCWI/MCWI (19).png,2
MCWI (523),./data/MCWI/MCWI (523).png,2
MCWI (444),./data/MCWI/MCWI (444).png,2
SOI (1169),./data/SOI/SOI (1169).png,3
MCWI (908),./data/MCWI/MCWI (908).png,2
CI (759),./data/CI/CI (759).png,0
